Hello,Hello World!
test,I will have to give that some thought.
Hello,Hello World!
hello,Hello World!
what time now?,getTime()
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
hello,Hello World!
Hello,Hello World!
hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
Hello,Hello World!
hello,Hello World!
Hello,Hello World!
Hello,Hello World!
hello,Hello World!
Hello,Hello World!
Hello,Hello World!
hello,Hello World!
Hello,Hello World!
Hello,Hello World!
hi,I could not tell you.
what time?,getTime()
Hello,Hello World!
hello,Hello World!
who you?,I am a ChatBot running on Python and a dash of artificial intelligence.
who you?,I am a Python powered ChatBot.
Hello,Hello World!
who you?,I am a ChatBot running on Python and a dash of artificial intelligence.
Hello,Hello World!
hello,Hello World!
Hello,Hello World!
who you?,I am a Chatbot.
who you?,I am a Python powered ChatBot.
Hello,Hello World!
what is,I don't have a response for that.
whay?,I don't know.
that' not good,I'll need to take some time to think on that.
